Date,Currency,Campaign Name,Attribution type,Purchased ASIN,14 Day Total Sales,14 Day Total Orders (#),14 Day Total Units (#),14 Day New-to-brand Sales,14 Day New-to-brand Orders (#),14 Day New-to-brand Units (#),14 Day % of Sales New-to-brand,14 Day % of Orders New-to-brand,14 Day % of Units New-to-brand
"Sep 26, 2022",INR,GOKIXX 621 - SBV,Promoted,B0BCG6L6FS,Rs.592.37,1,1,Rs.592.37,1,1,100.00%,100.00%,100.00%
"Sep 26, 2022",INR,SB_Brand_Keyword,Promoted,B09P36YZN7,Rs.0.0,1,1,Rs.0.0,0,0,,0.00%,0.00%
"Sep 26, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B09P35Y9Q8,Rs.1055.1,5,5,Rs.1055.1,5,5,100.00%,100.00%,100.00%
"Sep 26, 2022",INR,Gobuds_SB_Gen,Promoted,B09P33L9ZR,Rs.1693.23,2,2,Rs.1693.23,2,2,100.00%,100.00%,100.00%
"Sep 26, 2022",INR,SB_Brand_Keyword,Brand Halo,B09P35Y9Q8,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Sep 26, 2022",INR,Gobuds920_SBV_Video,Promoted,B09P36YZN7,Rs.3049.16,2,2,Rs.3049.16,2,2,100.00%,100.00%,100.00%
"Sep 26, 2022",INR,Gobass610_SBV_UnboxingVideo,Brand Halo,B09P31MBGH,Rs.295.76,1,1,Rs.295.76,1,1,100.00%,100.00%,100.00%
"Sep 26, 2022",INR,Gobold-SB-Brand - GOVO,Brand Halo,B09P31MBGH,Rs.295.76,1,1,Rs.295.76,1,1,100.00%,100.00%,100.00%
"Sep 26, 2022",INR,Gocrush_900_SBV_UnboxingVideo,Promoted,B09PRQ8S8G,Rs.2202.54,1,1,Rs.2202.54,1,1,100.00%,100.00%,100.00%
"Sep 26, 2022",INR,Gokixx900_SBV_video,Promoted,B09P32HN32,Rs.1523.72,2,2,Rs.1523.72,2,2,100.00%,100.00%,100.00%
"Sep 26, 2022",INR,GOSURROUND_SB,Promoted,B09YV463PY,Rs.8472.88,2,2,Rs.8472.88,2,2,100.00%,100.00%,100.00%
"Sep 26, 2022",INR,Gobuds902_SBV_Video,Promoted,B09V196GQR,Rs.1355.08,1,1,Rs.1355.08,1,1,100.00%,100.00%,100.00%
"Sep 26, 2022",INR,GOSURROUND_SB,Promoted,B09YV4PXDZ,Rs.2965.25,1,1,Rs.2965.25,1,1,100.00%,100.00%,100.00%
"Sep 26, 2022",INR,GOBASS 455 - SB -Auto,Promoted,B0BCFZDXD8,Rs.846.61,1,1,Rs.846.61,1,1,100.00%,100.00%,100.00%
"Sep 26, 2022",INR,Gobass 455 - SBV,Promoted,B0BCG2XW1S,Rs.1055.1,6,6,Rs.1055.1,5,5,100.00%,83.30%,83.30%
"Sep 26, 2022",INR,Gobold_SB_Cate,Promoted,B0B2DZZZ43,Rs.1523.72,2,2,Rs.1523.72,2,2,100.00%,100.00%,100.00%
"Sep 26, 2022",INR,GOSURROUND_SB,Promoted,B09YV2XRY7,Rs.23725.44,4,4,Rs.17794.08,3,3,75.00%,75.00%,75.00%
"Sep 26, 2022",INR,Gobass610_SBV_Video,Promoted,B09P35224S,Rs.4307.63,17,17,Rs.4307.63,17,17,100.00%,100.00%,100.00%
"Sep 26, 2022",INR,GOSURROUND_SB,Promoted,B09YV5LC7F,Rs.40671.2,8,8,Rs.40671.2,8,8,100.00%,100.00%,100.00%
"Sep 26, 2022",INR,Gobold-SB-Brand - GOVO,Promoted,B0B2DZZ4ZZ,Rs.592.37,1,1,Rs.592.37,1,1,100.00%,100.00%,100.00%
"Sep 26, 2022",INR,SB_Product_Targeting,Promoted,B09P33L9ZR,Rs.1693.22,2,2,Rs.1693.22,2,2,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,Gocrush_900_SBV_Video,Brand Halo,B09RSG2V4W,Rs.709.32,1,1,Rs.709.32,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,Gobuds600_SBV_Video,Brand Halo,B09P37YKMS,Rs.761.86,1,1,Rs.761.86,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,SB_Brand_Keyword,Promoted,B09P2Z8KWN,Rs.592.37,1,1,Rs.592.37,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,Gobuds_SB_Gen,Promoted,B09P37YKMS,Rs.761.86,1,1,Rs.761.86,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,GOKIXX 621 - SBV,Promoted,B0BCG6L6FS,Rs.2369.48,4,4,Rs.1777.11,3,3,75.00%,75.00%,75.00%
"Sep 27, 2022",INR,Gobuds600_SBV_Video,Promoted,B09P33L9ZR,Rs.9312.71,10,11,Rs.6772.88,7,8,72.70%,70.00%,72.70%
"Sep 27, 2022",INR,Gokixx410_SBv_UnboxingVideo,Brand Halo,B09P33VQVG,Rs.677.12,1,1,Rs.677.12,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,Gobass 455 - SBV,Brand Halo,B0BCG29CNY,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,Gobuds902_SBV_Video,Promoted,B09V196GQR,Rs.6775.4,5,5,Rs.6775.4,5,5,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B09P31MBGH,Rs.591.52,2,2,Rs.591.52,2,2,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,SB_Brand_Keyword,Promoted,B09P33L9ZR,Rs.1693.22,2,2,Rs.1693.22,2,2,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,GOSURROUND_SB,Promoted,B09YV5LC7F,Rs.50839.0,10,10,Rs.45755.1,9,9,90.00%,90.00%,90.00%
"Sep 27, 2022",INR,Gocrush_900_SBV_UnboxingVideo,Promoted,B09PRQ8S8G,Rs.4405.08,3,3,Rs.4405.08,2,2,100.00%,66.70%,66.70%
"Sep 27, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B09P35Y9Q8,Rs.1055.1,5,5,Rs.1055.1,5,5,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,Gobass610_SBV_Video,Brand Halo,B0B2DZZZ43,Rs.761.86,1,1,Rs.761.86,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,GOSURROUND_SB,Promoted,B09YV463PY,Rs.4236.44,2,2,Rs.4236.44,1,1,100.00%,50.00%,50.00%
"Sep 27, 2022",INR,Gobass 455 - SB - IMG,Promoted,B09P35224S,Rs.253.39,1,1,Rs.253.39,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,Gobold-SB-Brand - GOVO,Promoted,B0B2DZ97JD,Rs.1524.58,1,1,Rs.1524.58,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,GOBASS 455 - SB -Auto,Promoted,B09P35224S,Rs.506.78,2,2,Rs.506.78,2,2,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV4PXDZ,Rs.2965.25,1,1,Rs.2965.25,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,SB_Product_Targeting,Promoted,B09P385YZC,Rs.592.37,2,2,Rs.0.0,1,1,0.00%,50.00%,50.00%
"Sep 27, 2022",INR,Gobold-SB-Brand - GOVO,Brand Halo,B09P37YKMS,Rs.761.86,1,1,Rs.761.86,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,Gobuds920_SBV_UnboxingVideo,Promoted,B09P36YZN7,Rs.1524.58,1,1,Rs.1524.58,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV3VFWD,Rs.8472.88,2,2,Rs.8472.88,2,2,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,Gobass 455 - SBV,Promoted,B0BCG2XW1S,Rs.844.08,4,4,Rs.844.08,4,4,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,Gobold_SB_Brand,Promoted,B0B2DZZZ43,Rs.11427.9,15,15,Rs.10666.04,14,14,93.30%,93.30%,93.30%
"Sep 27, 2022",INR,Gobold-SB-Brand - GOVO,Promoted,B0B2DZZ4ZZ,Rs.592.37,1,1,Rs.592.37,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B09P35224S,Rs.506.78,2,2,Rs.506.78,2,2,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,GOSURROUND_SB,Promoted,B09YV3YQVB,Rs.2541.53,1,1,Rs.2541.53,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,SB_Gen_Keyword,Promoted,B09P348V1P,Rs.219.49,2,2,Rs.219.49,1,1,100.00%,50.00%,50.00%
"Sep 27, 2022",INR,Gobass910_SBV_Video,Promoted,B09P31MBGH,Rs.887.28,2,3,Rs.887.28,2,3,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,Gobass610_SBV_UnboxingVideo,Brand Halo,B09P35Y9Q8,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,GOKIXX 652 - SBV,Promoted,B0BCFZDXD8,Rs.4233.05,5,5,Rs.4233.05,5,5,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,Gobass610_SBV_Video,Promoted,B09P35224S,Rs.3294.07,13,13,Rs.3040.68,12,12,92.30%,92.30%,92.30%
"Sep 27, 2022",INR,Gobuds600_SBV_UnboxingVideo,Promoted,B09P33L9ZR,Rs.846.61,1,1,Rs.846.61,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,SB_Gen_Keyword,Promoted,B09P35224S,Rs.0.0,2,2,Rs.0.0,0,0,,0.00%,0.00%
"Sep 27, 2022",INR,GOSURROUND_SB,Promoted,B09YV2XRY7,Rs.29656.8,5,5,Rs.23725.44,4,4,80.00%,80.00%,80.00%
"Sep 27, 2022",INR,Gobold_SB_Brand,Brand Halo,B09P35224S,Rs.253.39,1,1,Rs.253.39,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B09P348V1P,Rs.219.49,1,1,Rs.0.0,0,0,0.00%,0.00%,0.00%
"Sep 27, 2022",INR,Gocrush_900_SBV_Video,Promoted,B09PRQ8S8G,Rs.6607.62,2,3,Rs.6607.62,2,3,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,GOSURROUND_SB,Promoted,B09YV3VFWD,Rs.42364.4,11,11,Rs.38127.96,9,9,90.00%,81.80%,81.80%
"Sep 27, 2022",INR,SB_Brand_Keyword,Promoted,B09P3FZD31,Rs.761.86,1,1,Rs.761.86,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B09P385YZC,Rs.592.37,1,1,Rs.592.37,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,Gobuds_SB_Gen,Promoted,B09P33L9ZR,Rs.1693.22,2,2,Rs.846.61,1,1,50.00%,50.00%,50.00%
"Sep 27, 2022",INR,Gobold-SB-Brand - GOVO,Promoted,B0B2DXNJGJ,Rs.1100.85,1,1,Rs.1100.85,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,SB_Brand_Keyword,Brand Halo,B09PRQ8S8G,Rs.2202.54,1,1,Rs.2202.54,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B0BCG2XW1S,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV5LC7F,Rs.5083.9,1,1,Rs.5083.9,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,SB_Brand_Keyword,Promoted,B09P36YZN7,Rs.1524.58,1,1,Rs.1524.58,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,Gobass410_SBV_UnboxingVideo,Promoted,B09P348V1P,Rs.2633.92,13,15,Rs.2633.92,11,12,100.00%,84.60%,80.00%
"Sep 27, 2022",INR,Gobold_SB_Brand,Promoted,B0B2DXNJGJ,Rs.1100.85,1,1,Rs.1100.85,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,Gobass400_SBv_Video,Promoted,B09P35Y9Q8,Rs.4009.38,19,19,Rs.3798.36,18,18,94.70%,94.70%,94.70%
"Sep 27, 2022",INR,Gobass610_SBV_UnboxingVideo,Promoted,B09P35224S,Rs.1266.95,5,5,Rs.1266.95,5,5,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV3YQVB,Rs.2541.53,1,1,Rs.2541.53,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,GOBASS 455 - SB -Auto,Promoted,B0BCG2XW1S,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,SB_Gen_Keyword,Promoted,B09V196GQR,Rs.0.0,1,1,Rs.0.0,0,0,,0.00%,0.00%
"Sep 27, 2022",INR,Gobold_SB_Cate,Promoted,B0B2DZZZ43,Rs.3047.44,4,4,Rs.3047.44,4,4,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,Gobass 910 - SB - Img,Promoted,B09P35Y9Q8,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B0BCFZDXD8,Rs.1693.22,2,2,Rs.1693.22,2,2,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,Gobass400_SBv_Video,Brand Halo,B09P348V1P,Rs.219.49,1,1,Rs.219.49,1,1,100.00%,100.00%,100.00%
"Sep 27, 2022",INR,Gobold-SB-Brand - GOVO,Promoted,B0B2DZZZ43,Rs.5333.02,8,8,Rs.4571.16,6,6,85.70%,75.00%,75.00%
"Sep 27, 2022",INR,Gokixx900_SBV_video,Promoted,B09P32HN32,Rs.1523.72,3,3,Rs.1523.72,2,2,100.00%,66.70%,66.70%
"Sep 27, 2022",INR,Gocrush_900_SBV_Video2,Promoted,B09PRQ8S8G,Rs.2202.54,1,1,Rs.2202.54,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,Gobass 455 - SBV,Brand Halo,B0BCG41JJW,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,Gobass610_SBV_Video,Promoted,B09P35224S,Rs.2280.51,9,9,Rs.2027.12,8,8,88.90%,88.90%,88.90%
"Sep 28, 2022",INR,Gobass410_SBV_UnboxingVideo,Promoted,B09P348V1P,Rs.3731.33,18,18,Rs.3511.84,16,16,94.10%,88.90%,88.90%
"Sep 28, 2022",INR,Gobold-SB-Brand - GOVO,Brand Halo,B09P33L9ZR,Rs.846.61,1,1,Rs.846.61,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,Gobuds600_SBV_UnboxingVideo,Promoted,B09P33L9ZR,Rs.846.61,1,1,Rs.846.61,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV3VFWD,Rs.4236.44,1,1,Rs.4236.44,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,SB_Product_Targeting,Brand Halo,B0BCG2XW1S,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,Gobass610_SBV_Video,Brand Halo,B09P35Y9Q8,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,Gobass 455 - SBV,Brand Halo,B09P35Y9Q8,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,Gobass610_SBV_UnboxingVideo,Promoted,B09P35224S,Rs.1266.95,5,5,Rs.1013.56,4,4,80.00%,80.00%,80.00%
"Sep 28, 2022",INR,GOBASS 455 - SB -Auto,Promoted,B09P35224S,Rs.253.39,1,1,Rs.253.39,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B09P35Y9Q8,Rs.1477.14,5,7,Rs.1477.14,5,7,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Brand Halo,B0BCG41JJW,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV2XRY7,Rs.5931.36,1,1,Rs.5931.36,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,GOKIXX 621 - SBV,Promoted,B0BCG6L6FS,Rs.3554.22,7,7,Rs.2369.48,4,4,66.70%,57.10%,57.10%
"Sep 28, 2022",INR,GOSURROUND_SB,Promoted,B09YV3YQVB,Rs.5083.06,2,2,Rs.5083.06,2,2,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,GOKIXX900 - SBD - Com,Brand Halo,B0BCG6L6FS,Rs.1184.74,1,2,Rs.1184.74,1,2,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,Gocrush_900_SBV_Video,Promoted,B09PRQ8S8G,Rs.2202.54,1,1,Rs.2202.54,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,GOKIXX 621 - SBV,Brand Halo,B0BCFZDXD8,Rs.846.61,1,1,Rs.0.0,0,0,0.00%,0.00%,0.00%
"Sep 28, 2022",INR,GOSURROUND 430 - SB - IMG,Brand Halo,B0B68TKLCX,Rs.3388.14,1,1,Rs.3388.14,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,Gobass400_SBv_Video,Promoted,B09P35Y9Q8,Rs.4896.68,23,23,Rs.4896.68,22,22,100.00%,95.70%,95.70%
"Sep 28, 2022",INR,Gobold_SB_Cate,Promoted,B0B2DZ97JD,Rs.1524.58,1,1,Rs.0.0,0,0,0.00%,0.00%,0.00%
"Sep 28, 2022",INR,SB_Brand_Keyword,Promoted,B09P36YZN7,Rs.1524.58,1,1,Rs.1524.58,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B0BCG2XW1S,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,Gobass 910 - SB - Img,Promoted,B09P31MBGH,Rs.295.76,1,1,Rs.295.76,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,SB_Gen_Keyword,Promoted,B09P33L9ZR,Rs.846.61,1,1,Rs.846.61,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,GOKIXX 652 - SBV,Brand Halo,B0BCG6L6FS,Rs.592.37,1,1,Rs.592.37,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,Gobass410_SBv_Video,Promoted,B09P348V1P,Rs.219.49,1,1,Rs.219.49,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,Gobold-SB-Brand - GOVO,Brand Halo,B09P35224S,Rs.253.39,1,1,Rs.253.39,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,Gobass610_SBV_UnboxingVideo,Brand Halo,B09P35Y9Q8,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,Gobuds_SB_Gen,Promoted,B09P33L9ZR,Rs.846.61,1,1,Rs.846.61,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,Gobass 455 - SB - IMG,Brand Halo,B0BCG2XW1S,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,Gobuds600_SBV_Video,Brand Halo,B09P37YKMS,Rs.761.86,1,1,Rs.761.86,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,Gobold_SB_Cate,Promoted,B0B2DZZZ43,Rs.761.86,1,1,Rs.761.86,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,Gobold_SB_Cate,Brand Halo,B0BCFZDXD8,Rs.846.61,1,1,Rs.846.61,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,Gobold_SB_Brand,Brand Halo,B09P35224S,Rs.253.39,1,1,Rs.253.39,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV4PXDZ,Rs.2965.25,1,1,Rs.2965.25,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,Gobold_SB_Brand,Promoted,B0B2DZZZ43,Rs.3047.44,4,4,Rs.3047.44,4,4,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,Gobold-SB-Brand - GOVO,Promoted,B0B2DZZZ43,Rs.761.86,1,1,Rs.761.86,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,Gobuds920_SBV_Video,Promoted,B09P36YZN7,Rs.3049.16,2,2,Rs.3049.16,2,2,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,GOSURROUND_SB,Promoted,B09YV3VFWD,Rs.21182.2,6,6,Rs.16945.76,4,4,80.00%,66.70%,66.70%
"Sep 28, 2022",INR,Gokixx900_SBV_video,Promoted,B09P32HN32,Rs.761.86,1,1,Rs.761.86,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,GOBASS 455 - SB -Auto,Promoted,B09P348V1P,Rs.219.49,1,1,Rs.219.49,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,GOSURROUND_SB,Promoted,B09YV2XRY7,Rs.17794.08,3,3,Rs.11862.72,2,2,66.70%,66.70%,66.70%
"Sep 28, 2022",INR,Gobuds920_SBV_UnboxingVideo,Promoted,B09P36YZN7,Rs.6098.32,6,6,Rs.4573.74,3,3,75.00%,50.00%,50.00%
"Sep 28, 2022",INR,Gobass 455 - SBV,Promoted,B0BCG2XW1S,Rs.3798.36,19,19,Rs.3798.36,18,18,100.00%,94.70%,94.70%
"Sep 28, 2022",INR,Gobuds600_SBV_Video,Promoted,B09P33L9ZR,Rs.11005.95,14,14,Rs.10159.34,12,12,92.30%,85.70%,85.70%
"Sep 28, 2022",INR,Gobuds_SB_Gen,Promoted,B09P37YKMS,Rs.761.86,1,1,Rs.761.86,1,1,100.00%,100.00%,100.00%
"Sep 28, 2022",INR,GOSURROUND_SB,Promoted,B09YV463PY,Rs.0.0,1,1,Rs.0.0,0,0,,0.00%,0.00%
"Sep 28, 2022",INR,GOKIXX 652 - SBV,Promoted,B0BCFZDXD8,Rs.7619.49,11,11,Rs.7619.49,9,9,100.00%,81.80%,81.80%
"Sep 28, 2022",INR,GOSURROUND_SB,Brand Halo,B0BCG6L6FS,Rs.592.37,1,1,Rs.0.0,0,0,0.00%,0.00%,0.00%
"Sep 28, 2022",INR,GOSURROUND_SB,Promoted,B09YV5LC7F,Rs.50839.0,10,10,Rs.35587.3,7,7,70.00%,70.00%,70.00%
"Sep 29, 2022",INR,Gokixx 652 - SBV - 29th Sept 15 Sec,Promoted,B0BCFZDXD8,Rs.846.61,1,1,Rs.846.61,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobold-SB-Brand - GOVO,Promoted,B0B2DZZZ43,Rs.2285.58,4,4,Rs.2285.58,3,3,100.00%,75.00%,75.00%
"Sep 29, 2022",INR,Gobass610_SBV_Video,Brand Halo,B09P31MBGH,Rs.295.76,1,1,Rs.295.76,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV5LC7F,Rs.25419.5,3,5,Rs.20335.6,2,4,80.00%,66.70%,80.00%
"Sep 29, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV3VFWD,Rs.16945.76,4,4,Rs.12709.32,3,3,75.00%,75.00%,75.00%
"Sep 29, 2022",INR,Gobass410_SBv_Video,Brand Halo,B09P35Y9Q8,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,GOKIXX900 - SBD - Com,Promoted,B09P32HN32,Rs.761.86,1,1,Rs.761.86,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B0BCFZDXD8,Rs.846.61,1,1,Rs.0.0,0,0,0.00%,0.00%,0.00%
"Sep 29, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV2XRY7,Rs.5931.36,1,1,Rs.5931.36,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobass610_SBV_Video,Promoted,B09P35224S,Rs.3800.85,15,15,Rs.3800.85,15,15,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B09P35224S,Rs.506.77,2,2,Rs.506.77,2,2,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobass410_SBv_Video,Promoted,B09P348V1P,Rs.219.49,1,1,Rs.219.49,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobuds920_SBV_UnboxingVideo,Promoted,B09P36YZN7,Rs.1524.58,1,1,Rs.1524.58,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobold-SB-Brand - GOVO,Brand Halo,B0BCFZDXD8,Rs.846.61,1,1,Rs.846.61,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B0BCG2XW1S,Rs.422.04,2,2,Rs.422.04,2,2,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,SB_Gen_Keyword,Promoted,B09P3FZD31,Rs.761.86,1,1,Rs.761.86,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobass 455 - SBV - 29th Sept 15 sec,Promoted,B0BCG41JJW,Rs.422.04,2,2,Rs.422.04,2,2,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gokixx 652 - SBV - 29th Sept 15 Sec,Brand Halo,B0BCG6L6FS,Rs.592.37,1,1,Rs.592.37,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,GOSURROUND_SB,Promoted,B09YV5LC7F,Rs.20335.6,4,4,Rs.20335.6,4,4,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobold_SB_Brand,Promoted,B0B2DZZZ43,Rs.761.86,1,1,Rs.761.86,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,SB_Brand_Keyword,Promoted,B09P36YZN7,Rs.1524.58,1,1,Rs.0.0,0,0,0.00%,0.00%,0.00%
"Sep 29, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B09P35Y9Q8,Rs.1266.12,6,6,Rs.1266.12,6,6,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,GOSURROUND_SB,Brand Halo,B09P33VQVG,Rs.677.12,1,1,Rs.677.12,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV3YQVB,Rs.5083.05,2,2,Rs.5083.05,2,2,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,GOKIXX 652 - SBV,Promoted,B0BCFZDXD8,Rs.5926.28,9,9,Rs.5926.28,7,7,100.00%,77.80%,77.80%
"Sep 29, 2022",INR,SB_Brand_Keyword,Promoted,B09P33L9ZR,Rs.1693.22,2,2,Rs.1693.22,2,2,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobold-SB-Brand - GOVO,Promoted,B0B2DZZ4ZZ,Rs.592.37,1,1,Rs.592.37,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,GOSURROUND 430 - SB - IMG,Brand Halo,B09V196GQR,Rs.1355.08,1,1,Rs.0.0,0,0,0,0.00%,0.00%
