Date,Currency,Campaign Name,Attribution type,Purchased ASIN,14 Day Total Sales,14 Day Total Orders (#),14 Day Total Units (#),14 Day New-to-brand Sales,14 Day New-to-brand Orders (#),14 Day New-to-brand Units (#),14 Day % of Sales New-to-brand,14 Day % of Orders New-to-brand,14 Day % of Units New-to-brand
"Sep 29, 2022",INR,GOBASS 455 - SB -Auto,Promoted,B09P35Y9Q8,Rs.211.02,1,1,Rs.0.0,0,0,0.00%,0.00%,0.00%
"Sep 29, 2022",INR,Gobuds920_SBV_Video,Promoted,B09P36YZN7,Rs.4573.74,3,3,Rs.4573.74,3,3,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobuds_SB_Gen,Promoted,B09P37YKMS,Rs.761.86,1,1,Rs.761.86,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,GOKIXX 621 - SBV,Promoted,B0BCG6L6FS,Rs.5331.33,10,10,Rs.3554.22,6,6,66.70%,60.00%,60.00%
"Sep 29, 2022",INR,Gobold-SB-Brand - GOVO,Brand Halo,B09V196GQR,Rs.1355.08,1,1,Rs.0.0,0,0,0.00%,0.00%,0.00%
"Sep 29, 2022",INR,Gobuds600_SBV_UnboxingVideo,Promoted,B09P33L9ZR,Rs.1693.22,2,2,Rs.846.61,1,1,50.00%,50.00%,50.00%
"Sep 29, 2022",INR,GOSURROUND_SB,Promoted,B09YV2XRY7,Rs.35588.16,6,6,Rs.35588.16,6,6,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gokixx 630 - SBV - Generic,Brand Halo,B0BCG6L6FS,Rs.592.37,1,1,Rs.592.37,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobold-SB-Brand - GOVO,Brand Halo,B0BCG2XW1S,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobuds_SB_Gen,Promoted,B09P33L9ZR,Rs.846.61,1,1,Rs.846.61,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobass 455 - SBV,Promoted,B0BCG2XW1S,Rs.1899.18,9,9,Rs.1899.18,9,9,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gokixx 630 - SBV - Generic,Brand Halo,B09P33VQVG,Rs.677.12,1,1,Rs.677.12,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobass400_SBv_Video,Promoted,B09P35Y9Q8,Rs.4220.4,19,20,Rs.4009.38,18,19,95.00%,94.70%,95.00%
"Sep 29, 2022",INR,Gokixx410_SBv_video,Promoted,B09P2Z8KWN,Rs.592.37,1,1,Rs.592.37,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobass 455 - SBV,Brand Halo,B0BCG29CNY,Rs.422.04,2,2,Rs.422.04,2,2,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobass 910 - SB - Img,Promoted,B09P35Y9Q8,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobass910_SBV_Video,Promoted,B09P31MBGH,Rs.591.52,2,2,Rs.591.52,2,2,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobuds600_SBV_Video,Promoted,B09P33L9ZR,Rs.4233.05,6,6,Rs.3386.44,4,4,80.00%,66.70%,66.70%
"Sep 29, 2022",INR,GOSURROUND_SB,Promoted,B09YV3VFWD,Rs.29655.08,7,7,Rs.21182.2,5,5,71.40%,71.40%,71.40%
"Sep 29, 2022",INR,Gobass610_SBV_UnboxingVideo,Promoted,B09P35224S,Rs.1520.34,6,6,Rs.1520.34,6,6,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobuds600_SBV_Video,Brand Halo,B09V196GQR,Rs.2117.8,1,1,Rs.2117.8,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobass410_SBV_UnboxingVideo,Promoted,B09P348V1P,Rs.1975.42,11,11,Rs.1975.42,9,9,100.00%,81.80%,81.80%
"Sep 29, 2022",INR,Gobold-SB-Brand - GOVO,Promoted,B0B2DXNJGJ,Rs.1100.85,1,1,Rs.1100.85,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobass410_SBV_UnboxingVideo,Brand Halo,B0BCG41JJW,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gokixx900_SBV_video,Brand Halo,B09P37YKMS,Rs.761.86,1,1,Rs.761.86,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobass 455 - SB - IMG,Promoted,B09P35224S,Rs.253.39,1,1,Rs.253.39,1,1,100.00%,100.00%,100.00%
"Sep 29, 2022",INR,Gobuds600_SBV_Video,Brand Halo,B09P37YKMS,Rs.761.86,1,1,Rs.0.0,0,0,0.00%,0.00%,0.00%
"Sep 30, 2022",INR,GOKIXX 652 - SBV,Promoted,B0BCFZDXD8,Rs.2539.83,3,3,Rs.2539.83,3,3,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gobass610_SBV_UnboxingVideo,Promoted,B09P35224S,Rs.760.17,3,3,Rs.506.78,2,2,66.70%,66.70%,66.70%
"Sep 30, 2022",INR,Gobold-SB-Brand - GOVO,Promoted,B0B2DZZZ43,Rs.761.86,1,1,Rs.0.0,0,0,0.00%,0.00%,0.00%
"Sep 30, 2022",INR,Gobass 455 - SBV,Brand Halo,B0BCG29CNY,Rs.422.04,2,2,Rs.422.04,2,2,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,GOSURROUND_SB,Promoted,B09YV463PY,Rs.12709.32,3,3,Rs.12709.32,3,3,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gocrush_900_SBV_UnboxingVideo,Promoted,B09PRQ8S8G,Rs.2202.54,1,1,Rs.2202.54,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gokixx 652 - SBV - 29th Sept 15 Sec,Promoted,B0BCFZDXD8,Rs.3386.44,4,4,Rs.3386.44,4,4,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gocrush_900_SBV_Video,Promoted,B09PRQ8S8G,Rs.2202.54,1,1,Rs.2202.54,1,1,1,100.00%,100.00%
"Sep 30, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV463PY,Rs.8472.88,2,2,Rs.8472.88,2,2,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gobass610_SBV_Video,Brand Halo,B09P31MBGH,Rs.295.76,1,1,Rs.295.76,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gobass610_SBV_Video,Brand Halo,B09P35Y9Q8,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gokixx900_SBV_video,Brand Halo,B0BCFZDXD8,Rs.846.61,1,1,Rs.0.0,0,0,0.00%,0.00%,0.00%
"Sep 30, 2022",INR,Gobass 455 - SBV,Promoted,B0BCG2XW1S,Rs.844.08,4,4,Rs.844.08,4,4,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gobass610_SBV_Video,Brand Halo,B09PRQ8MNW,Rs.931.36,2,2,Rs.931.36,1,1,100.00%,50.00%,50.00%
"Sep 30, 2022",INR,Gobass400_SBv_Video,Brand Halo,B09P31MBGH,Rs.295.76,1,1,Rs.295.76,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B09P33L9ZR,Rs.846.61,1,1,Rs.846.61,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,GOSURROUND_SB,Promoted,B09YV3VFWD,Rs.25418.64,6,6,Rs.25418.64,6,6,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gobass 455 - SBV - 29th Sept 15 sec,Brand Halo,B0BCG29CNY,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B09V196GQR,Rs.1355.08,1,1,Rs.1355.08,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV4PXDZ,Rs.17791.5,6,6,Rs.17791.5,6,6,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gobass 455 - SB - IMG,Promoted,B09P33L9ZR,Rs.846.61,1,1,Rs.846.61,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV3VFWD,Rs.25418.64,6,6,Rs.25418.64,6,6,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gobass 455 - SBV - 29th Sept 15 sec,Promoted,B0BCG41JJW,Rs.3165.3,14,16,Rs.2954.28,12,14,93.30%,85.70%,87.50%
"Sep 30, 2022",INR,Gobass 455 - SBV,Brand Halo,B0BCG41JJW,Rs.633.06,4,4,Rs.633.06,3,3,100.00%,75.00%,75.00%
"Sep 30, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV2XRY7,Rs.11862.72,2,2,Rs.11862.72,2,2,1,100.00%,100.00%
"Sep 30, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV3YQVB,Rs.2541.53,1,1,Rs.2541.53,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,SB_Brand_Keyword,Promoted,B09P36YZN7,Rs.3049.16,2,2,Rs.1524.58,1,1,50.00%,50.00%,50.00%
"Sep 30, 2022",INR,Gobass410_SBV_UnboxingVideo,Brand Halo,B09P35224S,Rs.253.39,1,1,Rs.253.39,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV5LC7F,Rs.5083.9,1,1,Rs.0.0,0,0,0.00%,0.00%,0.00%
"Sep 30, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B09P35Y9Q8,Rs.2110.2,9,10,Rs.1688.16,7,8,80.00%,77.80%,80.00%
"Sep 30, 2022",INR,GOSURROUND_SB,Promoted,B09YV2XRY7,Rs.23725.44,4,4,Rs.17794.08,3,3,75.00%,75.00%,75.00%
"Sep 30, 2022",INR,Gobass400_SBv_Video,Brand Halo,B0BCG29CNY,Rs.422.04,2,2,Rs.422.04,2,2,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gobass410_SBV_UnboxingVideo,Promoted,B09P348V1P,Rs.2633.89,12,12,Rs.2414.4,11,11,91.70%,91.70%,91.70%
"Sep 30, 2022",INR,Gobass410_SBv_Video,Promoted,B09P348V1P,Rs.1316.95,6,6,Rs.1316.95,6,6,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gobass 910 - SB - Img,Promoted,B09P35Y9Q8,Rs.422.04,2,2,Rs.422.04,2,2,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gobass400_SBv_Video,Promoted,B09P35Y9Q8,Rs.4642.44,23,23,Rs.4642.44,22,22,100.00%,95.70%,95.70%
"Sep 30, 2022",INR,GOKIXX 621 - SBV,Promoted,B0BCG6L6FS,Rs.1184.74,2,2,Rs.1184.74,2,2,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,GOSURROUND_SB,Promoted,B09YV5LC7F,Rs.35587.3,7,7,Rs.35587.3,7,7,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gobold-SB-Brand - GOVO,Promoted,B0B2DXNJGJ,Rs.1100.85,1,1,Rs.0.0,0,0,0.00%,0.00%,0.00%
"Sep 30, 2022",INR,GOSURROUND_SB,Promoted,B09YV4PXDZ,Rs.2965.25,1,1,Rs.2965.25,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gobass410_SBv_Video,Brand Halo,B09P31MBGH,Rs.295.76,1,1,Rs.295.76,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gobass400_SBv_Video,Brand Halo,B09P348V1P,Rs.219.49,1,1,Rs.219.49,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gobuds920_SBV_Video,Promoted,B09P36YZN7,Rs.6098.32,4,4,Rs.4573.74,3,3,75.00%,75.00%,75.00%
"Sep 30, 2022",INR,Gobuds_SB_Gen,Promoted,B09P37YKMS,Rs.1523.72,2,2,Rs.1523.72,2,2,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gobass 910 - SB - Img,Promoted,B09P348V1P,Rs.219.49,1,1,Rs.219.49,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gobold-SB-Brand - GOVO,Promoted,B0B2DZ97JD,Rs.1524.58,1,1,Rs.1524.58,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B09P35224S,Rs.506.77,2,2,Rs.506.77,2,2,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gokixx900_SBV_video,Brand Halo,B09P35Y9Q8,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gobuds600_SBV_UnboxingVideo,Brand Halo,B09V196GQR,Rs.1355.08,1,1,Rs.1355.08,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Brand Halo,B0BCG41JJW,Rs.633.06,3,3,Rs.422.04,2,2,66.70%,66.70%,66.70%
"Sep 30, 2022",INR,Gobuds_SB_Gen,Promoted,B09P36YZN7,Rs.1524.58,1,1,Rs.1524.58,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gobuds600_SBV_UnboxingVideo,Promoted,B09P33L9ZR,Rs.1693.22,2,2,Rs.1693.22,2,2,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Brand Halo,B0BCG29CNY,Rs.211.02,1,1,Rs.0.0,0,0,0.00%,0.00%,0.00%
"Sep 30, 2022",INR,Gobuds600_SBV_Video,Promoted,B09P33L9ZR,Rs.11005.93,13,13,Rs.11005.93,13,13,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B0BCG2XW1S,Rs.633.06,3,3,Rs.633.06,3,3,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B09P31MBGH,Rs.295.76,1,1,Rs.295.76,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gobass910_SBV_Video,Promoted,B09P31MBGH,Rs.295.76,1,1,Rs.295.76,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gobass610_SBV_Video,Promoted,B09P35224S,Rs.4561.02,18,18,Rs.4307.63,17,17,94.40%,94.40%,94.40%
"Sep 30, 2022",INR,Gobass610_SBV_Video,Brand Halo,B09P348V1P,Rs.219.49,1,1,Rs.219.49,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gokixx 652 - SBV - 29th Sept 15 Sec,Brand Halo,B0BCG6L6FS,Rs.592.37,1,1,Rs.592.37,1,1,100.00%,100.00%,100.00%
"Sep 30, 2022",INR,Gokixx900_SBV_video,Promoted,B09P32HN32,Rs.1523.72,2,2,Rs.1523.72,2,2,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobold-SB-Brand - GOVO,Promoted,B0B2DZZZ43,Rs.0.0,1,1,Rs.0.0,0,0,,0.00%,0.00%
"Oct 1, 2022",INR,Gobold_SB_Brand,Promoted,B0B2DXNJGJ,Rs.1100.85,1,1,Rs.1100.85,1,1,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobass 455 - SBV - 29th Sept 15 sec,Brand Halo,B09P35Y9Q8,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV3VFWD,Rs.46600.84,11,11,Rs.42364.4,10,10,90.90%,90.90%,90.90%
"Oct 1, 2022",INR,GOKIXX 652 - SBV,Promoted,B0BCFZDXD8,Rs.8466.1,12,12,Rs.7619.49,9,9,90.00%,75.00%,75.00%
"Oct 1, 2022",INR,Gobold_SB_Brand,Promoted,B0B2DZZZ43,Rs.2285.58,4,4,Rs.2285.58,3,3,100.00%,75.00%,75.00%
"Oct 1, 2022",INR,Gobass410_SBv_Video,Promoted,B09P348V1P,Rs.658.47,3,3,Rs.658.47,3,3,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV2XRY7,Rs.11862.72,2,2,Rs.11862.72,2,2,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobass 455 - SBV,Promoted,B0BCG2XW1S,Rs.1477.14,7,8,Rs.1477.14,6,7,100.00%,85.70%,87.50%
"Oct 1, 2022",INR,GOKIXX900 - SBD - Com,Promoted,B09P32HN32,Rs.719.49,1,1,Rs.719.49,1,1,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,GOSURROUND_SB,Promoted,B09YV463PY,Rs.4236.44,1,1,Rs.4236.44,1,1,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobass410_SBV_UnboxingVideo,Promoted,B09P348V1P,Rs.3950.82,17,18,Rs.3950.82,17,18,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Brand Halo,B0BCG29CNY,Rs.422.04,2,2,Rs.422.04,2,2,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobass610_SBV_UnboxingVideo,Brand Halo,B0BCG6L6FS,Rs.592.37,1,1,Rs.0.0,0,0,0.00%,0.00%,0.00%
"Oct 1, 2022",INR,Gobass610_SBV_Video,Promoted,B09P35224S,Rs.4307.63,16,17,Rs.4307.63,16,17,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV5LC7F,Rs.15251.7,3,3,Rs.15251.7,3,3,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Brand Halo,B0BCG41JJW,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B0BCG2XW1S,Rs.633.06,3,3,Rs.422.04,2,2,66.70%,66.70%,66.70%
"Oct 1, 2022",INR,Gokixx 652 - SBV - 29th Sept 15 Sec,Promoted,B0BCFZDXD8,Rs.10159.32,13,13,Rs.10159.32,12,12,100.00%,92.30%,92.30%
"Oct 1, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV3YQVB,Rs.5083.06,2,2,Rs.5083.06,2,2,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobuds600_SBV_UnboxingVideo,Promoted,B09P33L9ZR,Rs.5926.27,8,8,Rs.5926.27,7,7,100.00%,87.50%,87.50%
"Oct 1, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B09P35224S,Rs.506.78,2,2,Rs.506.78,2,2,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobass610_SBV_Video,Brand Halo,B09P31MBGH,Rs.591.52,1,2,Rs.591.52,1,2,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobass410_SBV_UnboxingVideo,Brand Halo,B0BCG41JJW,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobuds600_SBV_Video,Brand Halo,B0BCFZDXD8,Rs.846.61,1,1,Rs.846.61,1,1,1,100.00%,100.00%
"Oct 1, 2022",INR,GOKIXX 621 - SBV,Promoted,B0BCG6L6FS,Rs.5331.34,9,9,Rs.5331.34,9,9,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,GOBASS 455 - SB -Auto,Promoted,B0BCG2XW1S,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B09P31MBGH,Rs.887.28,3,3,Rs.591.52,2,2,66.70%,66.70%,66.70%
"Oct 1, 2022",INR,GOBASS - SB - IMG - 13rd Sept,Promoted,B09P35Y9Q8,Rs.633.06,3,3,Rs.633.06,3,3,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobold-SB-Brand - GOVO,Promoted,B0B2DZ97JD,Rs.2032.2,2,2,Rs.1016.1,1,1,50.00%,50.00%,50.00%
"Oct 1, 2022",INR,Gobass610_SBV_Video,Brand Halo,B0BCG29CNY,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobass910_SBV_Video,Brand Halo,B09P35Y9Q8,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobuds_SB_Brand,Brand Halo,B09V196GQR,Rs.1355.08,1,1,Rs.1355.08,1,1,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobold - SB - IMG - 30th Sept,Promoted,B0B2DZZZ43,Rs.761.86,1,1,Rs.761.86,1,1,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobass400_SBv_Video,Brand Halo,B0BCG29CNY,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,GOSURROUND_SB,Promoted,B09YV3VFWD,Rs.16945.76,4,4,Rs.16945.76,4,4,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobuds920_SBV_Video,Promoted,B09P36YZN7,Rs.13721.22,11,11,Rs.12196.64,8,8,88.90%,72.70%,72.70%
"Oct 1, 2022",INR,Gobass410_SBV_UnboxingVideo,Brand Halo,B09P35Y9Q8,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gokixx 652 - SBV - 29th Sept 15 Sec,Brand Halo,B0BCG6L6FS,Rs.1777.11,4,4,Rs.1777.11,3,3,100.00%,75.00%,75.00%
"Oct 1, 2022",INR,GOSURROUND_SB,Promoted,B09YV2XRY7,Rs.11862.72,2,2,Rs.11862.72,2,2,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobass400_SBv_Video,Promoted,B09P35Y9Q8,Rs.2237.32,10,10,Rs.1815.28,8,8,81.10%,80.00%,80.00%
"Oct 1, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV463PY,Rs.8472.88,2,2,Rs.8472.88,2,2,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,SB_Brand_Keyword,Promoted,B09P36YZN7,Rs.4573.74,3,3,Rs.3049.16,2,2,66.70%,66.70%,66.70%
"Oct 1, 2022",INR,Gokixx410_SBv_video,Brand Halo,B0BCG6L6FS,Rs.592.37,1,1,Rs.592.37,1,1,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,GOKIXX 621 - SBV,Brand Halo,B0BCFZDXD8,Rs.846.61,1,1,Rs.846.61,1,1,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gocrush_421_SBV_Video,Promoted,B09PRQ8MNW,Rs.931.36,1,1,Rs.931.36,1,1,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobass 455 - SBV - 29th Sept 15 sec,Brand Halo,B0BCG29CNY,Rs.422.04,2,2,Rs.422.04,2,2,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,SB_Brand_Keyword,Brand Halo,B09V196GQR,Rs.1355.08,1,1,Rs.0.0,0,0,0.00%,0.00%,0.00%
"Oct 1, 2022",INR,GOKIXX 652 - SBV,Brand Halo,B0BCG6L6FS,Rs.1777.11,3,3,Rs.1777.11,3,3,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobass610_SBV_UnboxingVideo,Promoted,B09P35224S,Rs.1013.56,4,4,Rs.506.78,2,2,50.00%,50.00%,50.00%
"Oct 1, 2022",INR,GOSURROUND_SB,Promoted,B09YV5LC7F,Rs.10167.8,2,2,Rs.10167.8,2,2,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobuds600_SBV_Video,Promoted,B09P33L9ZR,Rs.13545.77,16,16,Rs.13545.77,16,16,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobass 455 - SBV,Brand Halo,B0BCG29CNY,Rs.844.08,4,4,Rs.844.08,4,4,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV4PXDZ,Rs.5930.5,2,2,Rs.5930.5,2,2,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobass 455 - SBV - 29th Sept 15 sec,Brand Halo,B0BCG2XW1S,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gocrush_410_SBV_Video,Promoted,B09PRQGKH8,Rs.931.36,1,1,Rs.931.36,1,1,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,New-SB-Brand-Keyword,Promoted,B0BCFZDXD8,Rs.846.62,1,1,Rs.846.62,1,1,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobass 455 - SBV - 29th Sept 15 sec,Promoted,B0BCG41JJW,Rs.2743.26,13,13,Rs.2743.26,13,13,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gocrush421_SBV_UnboxingVideo,Promoted,B09PRQ8MNW,Rs.931.36,1,1,Rs.931.36,1,1,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,SB_Brand_Keyword,Promoted,B09P33L9ZR,Rs.2539.83,3,3,Rs.2539.83,3,3,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobass 455 - SB - IMG,Promoted,B0BCG29CNY,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Oct 1, 2022",INR,Gobuds_SB_Gen,Promoted,B09P33L9ZR,Rs.846.61,1,1,Rs.846.61,1,1,100.00%,100.00%,100.00%
"Oct 2, 2022",INR,Gobass410_SBv_Video,Brand Halo,B0BCG29CNY,Rs.211.02,1,1,Rs.211.02,1,1,100.00%,100.00%,100.00%
"Oct 2, 2022",INR,GOBASS 455 - SB -Auto,Promoted,B09P35224S,Rs.253.39,1,1,Rs.253.39,1,1,100.00%,100.00%,100.00%
"Oct 2, 2022",INR,Gocrush_421_SBV_Video,Promoted,B09PRQ8MNW,Rs.2794.08,3,3,Rs.2794.08,3,3,100.00%,100.00%,100.00%
"Oct 2, 2022",INR,Gocrush421_SBV_UnboxingVideo,Promoted,B09PRQ8MNW,Rs.4656.8,5,5,Rs.2794.08,3,3,60.00%,60.00%,60.00%
"Oct 2, 2022",INR,Gobass410_SBv_Video,Promoted,B09P348V1P,Rs.658.49,4,4,Rs.658.49,3,3,100.00%,75.00%,75.00%
"Oct 2, 2022",INR,Gobuds600_SBV_Video,Promoted,B09P33L9ZR,Rs.20065.26,24,24,Rs.16932.21,20,20,84.40%,83.30%,83.30%
"Oct 2, 2022",INR,Gobuds600_SBV_UnboxingVideo,Brand Halo,B0B2DZZZ43,Rs.761.86,1,1,Rs.761.86,1,1,100.00%,100.00%,100.00%
"Oct 2, 2022",INR,Gobass 455 - SBV,Brand Halo,B0BCG29CNY,Rs.422.04,2,2,Rs.422.04,2,2,100.00%,100.00%,100.00%
"Oct 2, 2022",INR,New-SB-Brand-Keyword,Promoted,B0BCFZDXD8,Rs.846.62,1,1,Rs.846.62,1,1,1,100.00%,100.00%
"Oct 2, 2022",INR,Gobass400_SBv_Video,Promoted,B09P35Y9Q8,Rs.2954.28,14,14,Rs.2954.28,14,14,100.00%,100.00%,100.00%
"Oct 2, 2022",INR,GOSURROUND_SB,Promoted,B09YV463PY,Rs.8472.88,2,2,Rs.8472.88,2,2,100.00%,100.00%,100.00%
"Oct 2, 2022",INR,GOSURROUND 430 - SB - IMG,Promoted,B09YV5LC7F,Rs.20335.6,4,4,Rs.20335.6,4,4,100.00%,100.00%,100.00%
